OrderID,CustomerName,Email,ProductCategory,ProductName,Quantity,UnitPrice,Sales,OrderDate,Shippingcity,Country,PaymentMethod
100731,Michele Smith,jensenpenny@example.com,Beauty,Shampoo 500ml,2,123.13,246.26,03/12/25,Toddland,U.S.A,Credit Card
100732,James Phillips,NA,Beauty,Face Moisturizer,6,226.15,1356.9,28/07/26,Stevensonmouth,England,Cash On Delivery
100733,Evan Buchanan,meyertiffany@example.net,Sports,Jump Rope,6,218.63,1311.78,05/08/26,East Melaniemouth,India,Cash On Delivery
100735,,mckaybrett@example.org,Sports,Water Bottle 1L,6,238.75,1432.5,08/07/26,North Glenn,United Kingdom,Upi
100736,Rebecca Harris,simmonsstuart@example.org,Home & Kitchen,LED Desk Lamp,3,132.34,397.02,03/02/26,South Gregory,India,Upi
100738,Jay Lynch,ywolf@example.com,Home & Kitchen,Cutting Board,4,126.28,505.12,10/05/24,Simmonsland,India,NA
100739,Tammy Larson,angelathompson@example.com,Apparel,Cotton T-Shirt,3,214.91,644.73,25/08/25,Campbellside,U.S.A,Cash On Delivery
100740,Andrea Taylor,mgonzalez@example.org,Home & Kitchen,Throw Pillow,5,74.18,370.9,30/09/24,NA,Canada,Cash On Delivery
100742,Phillip Krueger,william75@example.net,Electronics,Bluetooth Speaker,2,171.19,342.38,11/02/24,Housebury,Canada,Credit Card
100743,Andrew Li,terrydeanna@example.com,Home & Kitchen,Throw Pillow,1,33.75,33.75,07/12/25,NA,Australia,Upi
100746,Debra Clark,ahale@example.org,Sports,Dumbbell Set,8,72.06,576.48,05/10/26,North Chadchester,U.S.A,Upi
100747,Mary Quinn,gregorylopez@example.org,Sports,Resistance Bands,2,179.87,359.74,02/12/25,New Stacy,U.S.A,Net Banking
100749,Carol Carter,emartinez@example.com,Electronics,Wireless Mouse,4,164.9,659.6,12/10/24,South Todd,India,Debit Card
100750,Alexandra Adams,ortegakristina@example.org,Apparel,Wool Sweater,1,65.84,65.84,30/11/24,South Carrieview,England,Upi
